OCCU_DESC,WK_TYPE,CJOB1_COUNT,CJOB_NAME1,CJOB2_COUNT,CJOB_NAME2,JOB_PERSON,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,NT_L,NT_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE,district,zipcode
理貨人員,全職,09,品管／製造／環衛,090218,包裝作業員,1,20261017," ◎#10 理貨人員
包裝.裝箱.疊板.歸位.其它雜項",新北市土城區,無,日班,時薪,200,200,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2699751&HIRE_ID=14610295,峻誼實業有限公司,20260819,土城區,236
(9/16徵才)帶線工程師,全職,09,品管／製造／環衛,090211,製程工程師,3,20261024,"1.製程與人員之管理
2.製程問題排除與改善
3.作業人員之教育訓練
4.產量及排程之跟催
5.工作時間：日班08:00-16:40、中班16:00-00:40、夜班00:00-08:40、用餐時間40分鐘、周休二日
---------------------------------------------------------------------------------
新北市就業博覽會-新北市政府六樓大禮堂
活動時間：9月16日 (三)【上午10點-下午3點】
活動地點：新北市政府【六樓大禮堂】(新北市板橋區中山路一段161號6樓)
交通方式：可搭乘捷運板南線「捷運板橋站2號出口」、「捷運板橋站3A出口」→由地下道前往市府
活動資訊：請複製右側網址→【https://taiwangov.com/1EW6w/TJ】
洽詢電話：02-2206-6196
---------------------------------------------------------------------------------",新北市土城區,無,日班、夜班、中班,月薪,38700,-,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=150954&HIRE_ID=14619721,燿華電子股份有限公司,20260824,土城區,236
倉儲課長,全職,09,品管／製造／環衛,090101,工廠主管,1,額滿為止,"1. 控管及優化倉管、物流制度，流程管理SOP制定與執行
2. 預估市場供需趨勢，生產/物料管理分析與規劃，工單物料交期掌控、掌控安全庫存量
3. 呆滯/存貨分析與管理規劃
4. 管理商品調撥、抽盤、定期盤點作業
5. 具有協調能力，跨部門溝通，團隊合作達成營運目標
6. 具倉儲規劃能力及突發狀況之協調應變與處理
7. 人員培訓與管理
8. 完成主管交辦事項

※待遇面議（經常性薪資達 4 萬元或以上）",新北市土城區,2年以上,日班,月薪,40000,-,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=68803&HIRE_ID=14521933,福和生鮮農產股份有限公司,20260714,土城區,236
,全職,10,技術／維修／操作,100390,其它機械操作員,10,20260827,機台進退料、機台操作(銑床、車床、滾輪送料機、攻牙機、研磨工具..等機台操作)、機台清理保養、廠內清理..等,新北市土城區,無,日班,月薪,31500,34965,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=49042&HIRE_ID=14608683,璟鑫工業股份有限公司,20260819,土城區,236
塑膠射出成型機維修助理工程師 (擴編),全職,10,技術／維修／操作,100110,塑膠射出技術人員,1,20260924,"◎#10 (工作地點 : 智賦科技股份有限公司土城廠)
1. 熟識sodick射出成型機台。
2. 診斷排除成型機及周邊設備故障。
3. 射出機及相關設備定期檢查、保養、維護。
4. 自動化設備組裝、維護、保養、異常排除。
5. 建立電子維修保養紀錄、備品庫存管理。
6. 需配合加班。",新北市土城區,1年以上,日班、夜班、輪班二班制,月薪,34000,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=632167&HIRE_ID=14547481,智賦科技股份有限公司,20260724,土城區,236
網路工程師/FAE工程師,全職,10,技術／維修／操作,100122,FAE工程師,3,20261013,"◎#12
網路測試工程師(FAE工程師)

主要工作內容: 
1. 至客戶端進行產品介紹
2. 客戶端教育訓練及提供技術支援
3. 分析並釐清客戶端需求及技術問題，反饋給工程部及原廠進行溝通
4. 配合業務完成與客戶的技術交流、產品技術方案宣講
5. 協助客戶產品軟硬體整合驗證及壓力測試

具備職能: 
1. 基本網路架構概念
2. 基本網路安全概念
3. TCP/IP
4. Switching/Routing
5. 基本Python",新北市土城區,無,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=993018&HIRE_ID=14595857,基富科技有限公司,20260813,土城區,236
業務專員(台北),全職,02,業務／貿易／銷售,020102,業務人員,3,20260909,"#09◎
1. 新客戶及新產品開發，拓展新市場。
2. 舊客戶拜訪及客情維繫以增加客戶業績。
3. 產品報價及訂單作業等相關業務工作處理。
4. 客戶授信評核，貸款催收管理、客訴問題處理等，完成業績目標。


",新北市土城區,無,日班,月薪,32000,37000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=93348&HIRE_ID=14510247,永豐紙業股份有限公司,20260709,土城區,236
電機技術人員,全職,07,工程／研發／生技,070121,電機工程師,5,20260930,"1. 在客戶現場執行基站設備生產維護、故障排除等相關工作。
2. 支援現場服務經理和專案經理進行合同工作。
3. 確定問題原因並解決問題。
4. 與他人合作解決問題，建立良好的客戶關係。
5. 其他主管交辦事項。",新北市土城區,1年以上,日班,月薪,32000,-,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=150272&HIRE_ID=14562257,國峰電機工業有限公司,20260731,土城區,236
美容助理,全職,17,醫療／美容／保健,170206,美容類助理,1,20261018,"#21◎
1.協助美容師實行彩妝、臉部保養。
2.銷售相關美容產品。
3.負責服務客人美體療程。
4.芳香療法、經絡淋巴舒壓。
5.協助美容師、美容保養、體雕瘦身、儀器等操作等。
彈性休息兩小時。",新北市土城區,無,日班,月薪,29500,29500,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2569775&HIRE_ID=14609749,甄完美健康有限公司,20260819,土城區,236
廠護人員(職業衛生護理師),全職,09,品管／製造／環衛,090301,職業安全衛生人員,1,20260909,"#21◎
執行預防醫學、辦理員工體檢與異常追蹤，並落實「人因危害、母性健康、過負荷、職場暴力」等四大職場健康保護計畫。
需完成勞動部認可之「勞工健康服務護理人員」安全衛生教育訓練（通常為 52 小時）並取得結業證書。


",新北市土城區,無,日班,月薪,32000,37000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=93348&HIRE_ID=14510395,永豐紙業股份有限公司,20260709,土城區,236
家庭照顧服務員,全職,17,醫療／美容／保健,170113,照顧服務員,1,20260831,在社會福利機構、醫療機構或家庭，負責照顧病患之專業照護的工作。,新北市土城區,無,日班,月薪,32000,35000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2700279&HIRE_ID=14620055,鄭先生,20260824,土城區,236
,全職,10,技術／維修／操作,100390,其它機械操作員,8,20260827,"注塑機,粉碎機操作,修邊,研磨,需長期久站,搬重約25公斤(有輔具)",新北市土城區,無,日班,月薪,31500,32130,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=154737&HIRE_ID=14611353,德帆塑膠工業有限公司,20260820,土城區,236
管理會計專案副理,全職,04,財務／金融／保險,040104,主辦及成本會計,1,額滿為止,"1.ERP系統改善及優化(有鼎新COSMOS導入經驗尤佳) 。
2.分析實際與預算間的差異，提出原因與改進建議。
3.追蹤生產成本、作業成本、部門成本。
4.分析成本結構，提出成本優化方案。
5.進行營收、利潤、資產報酬等指標的分析。
6.提出營運改善建議供管理層決策參考。
7.編製各類內部報表，如月報、季報、部門績效報表等。
8.確保資料的準確性與即時性。
9.協助建立與檢視財務內控制度。
10.支援風險評估與控制流程的執行。
11.主管交辦事項。

※待遇面議（經常性薪資達 4 萬元或以上）",新北市土城區,2年以上,日班,月薪,40000,-,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=68803&HIRE_ID=14521811,福和生鮮農產股份有限公司,20260714,土城區,236
客服專員,全職,06,客服／門市,060203,專櫃／門市（人員／儲備幹部）,5,20260930,"1. 接待會員、提供會員會籍諮詢服務
2. 商品販售、備品管理
3. 會員資料庫系統維護、管理
4. 門禁把關
5. 俱樂部環境巡檢",新北市土城區,無,日班、輪班二班制、中班,月薪,29500,32000,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2607873&HIRE_ID=14562043,香港商世界健身事業有限公司土城海山分公司,20260731,土城區,236
技術人力,全職,10,技術／維修／操作,100390,其它機械操作員,2,20260901,鋁製品散熱片之作業,新北市土城區,6年以上,日班、夜班、輪班二班制,月薪,42000,42000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=150986&HIRE_ID=14618827,欣毅金屬工業股份有限公司,20260824,土城區,236
脫銅渣作業員(大夜班),全職,10,技術／維修／操作,100309,金屬製品技術人員,1,額滿為止,從事金屬緊固件生產之操作等相關工作。,新北市土城區,無,夜班,月薪,38750,39750,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=98842&HIRE_ID=14606775,英蒔浦斯曼台灣股份有限公司,20260818,土城區,236
家事清潔打掃,兼職,19,清潔／家事／托育(保母),190201,家事服務員/家庭清潔人員,1,20261231,依照雇主需求協助處理家務，如環境清潔、膳食安排、衣物洗滌等。,新北市土城區,無,部份工時：時分至時分,月薪,33000,35000,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=910187&HIRE_ID=13839189,弦鉅設計有限公司,20250929,土城區,236
愛莉莎的夢遊仙境- 西點烘焙平日工讀,兼職,16,旅遊／餐飲／休閒,160203,西點、麵包烘焙人員,4,20270110,"•	依照配方製作各式手工餅乾，確保品質穩定
•	負責麵團製作、成型、烘烤等流程
•	製作各類裝飾性餅乾（如糖霜餅乾等）
•	清潔及維護烘焙區域與設備，保持工作環境整潔",新北市土城區,無,日班、部份工時：09時30分至14時30分,時薪,200,250,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2691671&HIRE_ID=14566233,寒悅有限公司,20260803,土城區,236
產品開發工程師,全職,07,工程／研發／生技,070204,機構工程師,2,20260924,"◎#12 (工作地點 : 智賦科技股份有限公司土城廠)
1.產品開發設計(板對板連接器、高頻連接器、IO連接器開發設計)
  (1)工程圖繪製(3D&2D)
  (2)公差分析
  (3)產品成本分析評估
2.專案進度追蹤
3.產品問題分析改善
4.產品測試驗證作業
5.有限元素分析(結構非線性分析:ANSYS)
6.高頻分析(連接器高頻分析:HFSS or CST)

▲有設計開發經驗者佳，無經驗可做培訓",新北市土城區,3年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=632167&HIRE_ID=14547467,智賦科技股份有限公司,20260724,土城區,236
家庭幫傭,全職,19,清潔／家事／托育(保母),190201,家事服務員/家庭清潔人員,1,20260825,從事房舍清理、食物烹調、家庭成員起居照料或其他與家事服務有關工作,新北市土城區,無,日班,月薪,34500,34500,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2698605&HIRE_ID=14602389,莊先生,20260817,土城區,236
採購專員,全職,15,物流／運輸／資材,150303,採購人員,1,額滿為止,"1.協助制定採購流程及相關作業表單，依循條件提出採購需求。
2.供應商維護及管理，與供應商維持良好關係。
3.供應商蒐集，找尋品質好、成本低、配合度高之供應商提供需求人員選。
4.協助庫存系統管理及請款作業。",新北市土城區,無,日班,月薪,38000,-,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=68803&HIRE_ID=14522351,福和生鮮農產股份有限公司,20260714,土城區,236
(9/16徵才)CAM工程師,全職,11,營建／製圖／施作,110205,CAD／CAM工程師,5,20261024,"1.鑽孔切板雷射撈邊程式製作檢核與修改
2.工程研發實驗程式製作
3.各項tooling程式製作
4.工作時間：中班 16:00-00:40、用餐時間40分，週休二日
---------------------------------------------------------------------------------
新北市就業博覽會-新北市政府六樓大禮堂
活動時間：9月16日 (三)【上午10點-下午3點】
活動地點：新北市政府【六樓大禮堂】(新北市板橋區中山路一段161號6樓)
交通方式：可搭乘捷運板南線「捷運板橋站2號出口」、「捷運板橋站3A出口」→由地下道前往市府
活動資訊：請複製右側網址→【https://taiwangov.com/1EW6w/TJ】
洽詢電話：02-2206-6196
---------------------------------------------------------------------------------",新北市土城區,無,中班,月薪,44200,-,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=150954&HIRE_ID=14619663,燿華電子股份有限公司,20260824,土城區,236
(9/16徵才)產品工程師,全職,07,工程／研發／生技,070203,產品研發工程師,10,20261024,"1.製前料號製作
2.樣品問題回覆與改善
3.與客戶溝通工程問題
4.工作時間：日班08:00-16:40、中班16:00-00:40、特中班12:40-21:20、夜班00:00-08:40、用餐時間40分、周休二日
---------------------------------------------------------------------------------
新北市就業博覽會-新北市政府六樓大禮堂
活動時間：9月16日 (三)【上午10點-下午3點】
活動地點：新北市政府【六樓大禮堂】(新北市板橋區中山路一段161號6樓)
交通方式：可搭乘捷運板南線「捷運板橋站2號出口」、「捷運板橋站3A出口」→由地下道前往市府
活動資訊：請複製右側網址→【https://taiwangov.com/1EW6w/TJ】
洽詢電話：02-2206-6196
---------------------------------------------------------------------------------",新北市土城區,無,日班、夜班、中班,月薪,40200,-,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=150954&HIRE_ID=14619739,燿華電子股份有限公司,20260824,土城區,236
馬廄清潔人員,全職,19,清潔／家事／托育(保母),190102,清潔工／資源回收人員,2,20261031,"一.	馬廄整理：清除馬糞、馬的尿液、換木屑等工作。

二.	環境維護：馬廄、走道、除草、園藝維護等工作。


",新北市土城區,無,日班,月薪,29500,40000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2208825&HIRE_ID=14109163,大地農牧股份有限公司,20260311,土城區,236
銷售業務,全職,02,業務／貿易／銷售,020102,業務人員,2,20261013,"◎#04
1.熟悉欲銷售之產品、公司規章作業流程
2.客戶拜訪開發並推銷產品
3.依顧客需求做報價及簽約 
4.顧客售後滿意度維持 (如: 顧客抱怨及問題反應處理、維持顧客對公司及業務員信賴度)
5.顧客意見回饋以供公司改善參考 
6.定期與主管做業績、績效檢討，回報進度 
7.定期提供業務銷售狀況報表，供業務人員或部門主管參考",新北市土城區,無,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=993018&HIRE_ID=14595861,基富科技有限公司,20260813,土城區,236
包裝技術員【土城總公司】,全職,09,品管／製造／環衛,090218,包裝作業員,5,20260930,"1.產品包裝與品管
2.環境清潔維護",新北市土城區,無,日班,月薪,29700,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=669530&HIRE_ID=14562077,旺默食品企業有限公司,20260731,土城區,236
,全職,10,技術／維修／操作,100390,其它機械操作員,3,20260901,操作攪拌機、成型機、烘烤機、包裝、出貨,新北市土城區,無,日班,月薪,34019,38441,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2691671&HIRE_ID=14619537,寒悅有限公司,20260824,土城區,236
CAD／CAM工程師,全職,11,營建／製圖／施作,110205,CAD／CAM工程師,5,20261010," #12◎
1.根據產品設計圖，從事電腦輔助繪圖或電腦輔助製造等工作。
2.正確標示出產品尺寸、規格需求與各種零組件的相關細節，以利製造生產。
3.閱覽圖面並編寫加工程式、進行程式模擬。
4.將設計圖轉換成CNC控制碼，以驅動製造設備。
休息：10：00-10：08
           12：08-13：00
           15：00-15：08
",新北市土城區,2年以上,日班,月薪,37000,42000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=548767&HIRE_ID=14584997,鴻宇鈑金工業股份有限公司,20260810,土城區,236
電子助理工程師,全職,07,工程／研發／生技,070116,助理工程師,2,20261231,"1.進行專案電子硬體電路零件備料及管理。
2.協助產品試樣製作、產品測試與認證。
3.電子零件測試與承認，產品BOM表建立及零件管理。
4.協助工程師彙整文件、整理相關資料，並管理相關文件與檔案。
5.具備良好的問題分析與解決能力，具學習意願，工作態度積極主動，能與團隊合作、抗壓性高。
6.具電子電機工程相關工程之相關知識、懂電子電路原理佳。
7.需懂焊接工具使用。
8.電子元件選擇/BOM建立。
9.其他主管交辦事項。
",新北市土城區,無,日班,月薪,32000,35000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2633445&HIRE_ID=14449751,渥克系統科技有限公司,20260614,土城區,236
自動化設備工程師,全職,07,工程／研發／生技,070121,電機工程師,2,20260924,"◎12
1. 自動化及工業用機械設備的維修保養及設備調整
2. 依客戶需求製作設計方案
3. 現場自動化系統異常排除，零組件更換
4. 主管交辦事項
5. 略熟Autocad 2D繪圖、PLC程式撰寫尤佳
6. 具經驗者優先錄取",新北市土城區,無,日班,月薪,35000,-,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=130764&HIRE_ID=14547341,長築實業股份有限公司,20260724,土城區,236
 機械設備安裝人員,全職,07,工程／研發／生技,070216,機械工程師,5,20260930,"機械設備相關安裝


公司提供完整教育訓練，歡迎想學習專業技術者加入 (新鮮人、無經驗可)。
.部門將輔導考取升降機設備技術士證,取得證照後另發證照津貼。",新北市土城區,無,日班,月薪,38000,-,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=150272&HIRE_ID=14562255,國峰電機工業有限公司,20260731,土城區,236
培訓設計師,全職,17,醫療／美容／保健,170202,美髮技術員,2,20261115,"1.本科系畢或二年以上助理經驗或準師經驗(有染、洗髮基礎)。
2.若技術不足需接受公司委外培訓課程 (課程另行繳費，工具請自備，另公司有配合的訓練單位協會廠商)。
",新北市土城區,2年以上,日班,月薪,29500,30000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2436083&HIRE_ID=13926785,唯樹精剪屋,20260512,土城區,236
印刷技術員,全職,10,技術／維修／操作,100105,印刷及排版技術人員,3,20260909,"#09◎
印刷機操作人員，無經驗可，須配合加班。
【輪班津貼加給：小夜班(每日200元)；大夜班(每日400元)】

",新北市土城區,無,日班、夜班、中班,月薪,30000,35000,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=93348&HIRE_ID=14510241,永豐紙業股份有限公司,20260709,土城區,236
基層技術工及勞力工,全職,11,營建／製圖／施作,110309,粗工,65,20260826,"工地搬運物品(30公斤)、高架作業、工地協助工作、工作廢棄物清運等相關工作(須配合派至同一核准地點之工程分包商從事分包工程工作)，(休息時間90分鐘)
承建工程 : 新北市土城區板院段停車場及青年社會住宅新建統包工程
面試地點 : 新北市土城區青雲路180號
經決定錄用後，補送體檢表，如體檢不合格者不予錄用(依政府法定傳染病為標準)",新北市土城區,無,日班,月薪,34480,34480,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=615167&HIRE_ID=14608401,潤弘精密工程事業股份有限公司,20260819,土城區,236
小貨車司機（早班）,全職,15,物流／運輸／資材,150103,小客(貨)車司機,1,額滿為止,"1.最先進、智慧、冷鏈、物流倉儲。
2.負責3.5T(噸)小貨車理貨，配送至客戶指定地點。
3.其他主管交辦事項。",新北市土城區,1年以上,日班,月薪,43000,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=68803&HIRE_ID=14522609,福和生鮮農產股份有限公司,20260714,土城區,236
產線計時作業員,兼職,16,旅遊／餐飲／休閒,160211,生鮮處理人員,15,額滿為止,"1.水果挑選、初步檢查、包裝。
2.搬運冷藏農產品、產品加工裁切分裝。

※需於低溫環境久站工作。
※每月需至少排班 8 天。假日需輪班，另有誠徵假日班人員。",新北市土城區,無,部份工時：08時00分至17時00分,時薪,210,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=68803&HIRE_ID=14522687,福和生鮮農產股份有限公司,20260714,土城區,236
會計助理,全職,04,財務／金融／保險,040108,會計助理,1,20261231,"協助會計主管辦理會計及財務處理的行政相關事務。
 (請、領款作業，銀行庶務往來，一般行政庶務。略懂電腦操作)
 *公司備有公務機車 100cc ＊    
 (無經驗可)



",新北市土城區,無,日班,月薪,31000,33000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=5487&HIRE_ID=14564213,勤亞水電工程有限公司,20260824,土城區,236
(9/16徵才)國外業務助理,全職,02,業務／貿易／銷售,020103,業務助理,3,20261024,"1.訂單/出貨
2.樣品發佈
3.報價資料填寫
4.每週提供出貨資料給客戶
5.與客戶溝通出貨相關事宜
6.客戶網路訂單系統操作
7.退貨業務
8.催收款
9.工作時間：日班 08:00-16:50、用餐時間50分，週休二日
---------------------------------------------------------------------------------
新北市就業博覽會-新北市政府六樓大禮堂
活動時間：9月16日 (三)【上午10點-下午3點】
活動地點：新北市政府【六樓大禮堂】(新北市板橋區中山路一段161號6樓)
交通方式：可搭乘捷運板南線「捷運板橋站2號出口」、「捷運板橋站3A出口」→由地下道前往市府
活動資訊：請複製右側網址→【https://taiwangov.com/1EW6w/TJ】
洽詢電話：02-2206-6196
---------------------------------------------------------------------------------",新北市土城區,無,日班,月薪,40200,-,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=150954&HIRE_ID=14619677,燿華電子股份有限公司,20260824,土城區,236
射出成型工程師,全職,10,技術／維修／操作,100110,塑膠射出技術人員,10,20261231,"1. 孰悉各類成形加工設備，如成形機與沖壓機 (電動成形機或油壓成形機，臥/立式為優)
2. 孰悉機構件產品的夾治具設計，使用，維護與故障排除
3. 孰悉機械加工零件圖面尺寸、內外觀要求等規格解讀與判定
4. 孰悉機構件產品尺寸、結構規格設計要求及問題排除
5. 孰悉產品CNC、IM相關製程加工流程，孰悉設備操作及機械程式物料問題排除
6. 具備機構件產品結構首件確認、模具承認作業經驗

",新北市土城區,無,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2526919&HIRE_ID=14342753,新加坡商鴻運科股份有限公司台灣分公司,20260506,土城區,236
外勤維修保養技術員(無經驗可),全職,10,技術／維修／操作,100290,其他產品維修人員,1,20261231,"1.靜電油煙處理設備維修、清潔及保養
2.設備相關維護及簡易維修
3.至客戶現場進行設備檢查及維修
4.協助設備出貨
5.無經驗可，公司提供培訓",新北市土城區,無,日班,月薪,35000,40000,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2227463&HIRE_ID=14595045,喆豐環保科技有限公司,20260812,土城區,236
人事行政人員,全職,01,經營／行政／總務,010206,行政助理,1,額滿為止,協助主管及專業人員處理一般行政業務工作。,新北市土城區,無,日班,月薪,35000,41000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=27994&HIRE_ID=14618625,康武企業股份有限公司,20260824,土城區,236
大全聯土城店 - 正職-收銀人員,全職,06,客服／門市,060204,售票／收銀人員,5,20260924,"◎◎#13  大全聯土城店 - 正職-收銀人員
1.負責商品傳統/自助收銀結帳、顧客服務
2.月休9~10天/須配合排班排休",新北市土城區,無,,月薪,30500,30500,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=12586&HIRE_ID=14546943,全聯實業股份有限公司土城分公司,20260724,土城區,236
室內設計助理繪圖員,全職,11,營建／製圖／施作,110113,工務人員／助理,5,20261231,協助設計師完成設計專案，包括繪製設計圖和施工圖（如平面圖、立面圖、透視圖等），熟練使用 AutoCAD、SketchUp 等繪圖軟體。 他們也需協助現場丈量、蒐集建材樣本、整理報價資料，並聯繫工班與廠商。 此外，助理還可能需要協助準備提案簡報、進行工地現場的監工與協調，以及處理行政庶務。,新北市土城區,無,日班,月薪,33000,35000,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=910187&HIRE_ID=13832031,弦鉅設計有限公司,20250929,土城區,236
廠辦清潔人員★★★,全職,19,清潔／家事／托育(保母),190104,環境清潔工,2,20261006,"◎#17
廠辦清潔維護。",新北市土城區,無,日班,月薪,29500,29500,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=415159&HIRE_ID=14578275,特立潔環保事業股份有限公司,20260806,土城區,236
作業人員(土城廠),全職,09,品管／製造／環衛,090218,包裝作業員,5,20260905,"1.產品組裝、包裝、測試、檢驗作業  

2.與其他作業員進行協調，以符合生產及程序標準  

3.其他主管交辦事項",新北市土城區,無,日班、夜班、輪班二班制,月薪,29500,34000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=36834&HIRE_ID=14508737,大興電線電纜股份有限公司,20260708,土城區,236
包裝作業員,全職,09,品管／製造／環衛,090218,包裝作業員,5,20260924,"◎#10 (工作地點 : 智賦科技股份有限公司土城廠)
1. 進行現場的產品組裝、檢驗、包裝出貨等作業。
2. 與其他作業員進行協調，以符合出貨程序標準。
3. 完成主管交辦有關生產產品、程序事宜。
4. 需久站、搬重。
5. 可配合加班者佳。
6. 工作地點為倉庫（無冷氣）。",新北市土城區,1年以上,日班,月薪,30000,32000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=632167&HIRE_ID=14547649,智賦科技股份有限公司,20260724,土城區,236
美容師,全職,17,醫療／美容／保健,170201,美容技術員,1,20261018,"#21◎
1.實行彩粧、臉部保養。
2.銷售相關美容產品。
3.負責服務客人美體療程。
4.芳香療法、經絡淋巴舒壓。
5.美容保養、體雕瘦身、儀器等操作等。
彈性休息兩小時。",新北市土城區,無,日班,月薪,29500,33000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2569775&HIRE_ID=14609765,甄完美健康有限公司,20260819,土城區,236
健身教練,全職,16,旅遊／餐飲／休閒,160301,運動教練,5,20260930,"1. 提供專業健身諮詢服務
2. 規劃專屬於會員的１對１個人化訓練課程，幫助會員達到理想的訓練目標
3. 透過定期專業培訓課程，將最新健身資訊帶給會員

績效、業績獎金或留用獎金另計!",新北市土城區,無,日班、輪班二班制、中班,月薪,29500,-,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2607873&HIRE_ID=14562041,香港商世界健身事業有限公司土城海山分公司,20260731,土城區,236
